date,1,2,3,4,5
2016-05-20,"('iflc2016', 2430477.8296657177)","('pwge16', 1430381.0620163954)","('ggdt9', 38294.120211425346)","('quiz', 1150.7919404629506)","('kohlanta', 1123.2894036054272)"
2016-05-21,"('berlineprix', 1096703.4610710705)","('uxcampch', 19388.289523704996)","('dafbama2016', 9665.1448134178245)","('dafbama2016_ibtissamtiskat', 9446.9864204057212)","('milanjuve', 6205.0774332909323)"
2016-05-22,"('livetv', 13087826.077595335)","('ssl', 1046793.3413930445)","('ns20h', 118134.09988155645)","('wha69', 57006.00541100571)","('mtvsnapglohoran', 35262.209762525337)"
2016-05-23,"('wha69', 2322777.8364069425)","('portugalneedsbts', 122004.69918014736)","('bts', 13190.26145190205)","('방탄소년단', 13050.273953065525)","('bpw16', 10743.346951672773)"
2016-05-24,"('slflzurich', 386487.17365032615)","('wha69', 230755.96374121628)","('ebace16', 64199.480478596066)","('slovakia', 17724.776229452782)","('privè', 14734.688809151261)"
2016-05-25,"('aldubsoclose', 345585.33783281536)","('ghsa', 177648.69564110393)","('wha69', 115254.54874156405)","('slflzurich', 31816.770569656182)","('amici15', 15744.153939588337)"
2016-05-26,"('brainforum16', 455179.54135207256)","('wha69', 60384.186088568676)","('tannheimertal', 2078.0339542031875)","('meurers', 1835.7486065342705)","('happybirthdayabram', 420.25)"
2016-05-27,"('stopyulin2016', 168334.08411147367)","('wha69', 93921.584255482609)","('airpollution', 51320.466136710493)","('방탄소년단', 3640.3394562784315)","('kohlanta', 2945.0241364690769)"
2016-05-28,"('lovebts', 1848261.7398737737)","('hypomeeting', 318976.65183672233)","('uclfinal', 239653.82479888853)","('musketeers', 170383.8176538196)","('방탄소년단', 114449.33528702758)"
2016-05-29,"('hypomeeting', 56098.963613602988)","('athlétisme', 11056.762456912422)","('monacogp', 10012.998425671027)","('cupfinal', 3513.3512144165156)","('businessmontres', 2702.0509824417841)"
2016-05-30,"('teacherbookclub', 57667.948809685404)","('ilc2016', 54246.751599816998)","('diebachelorette', 22116.693379618355)","('fracam', 2862.25)","('businessmontres', 2047.7546409042163)"
2016-05-31,"('privé', 84982.503879181633)","('mint', 17492.174658498323)","('euro2016', 12071.063688286247)","('dfb', 8836.9552025790545)","('uominiedonne', 2007.4380266341259)"
2016-06-01,"('gottardo2016', 499539.71302341542)","('botanischegartenzurich', 411734.55865688517)","('abscbnunaware', 170641.37503276748)","('botanical', 122704.72573123017)","('ilovezurich', 58705.296290880637)"
2016-06-02,"('heal2016', 4393582.3098356379)","('audiologyinfos', 1569509.3657815098)","('12moisdactions', 1231774.0158383481)","('montreuxmasters', 14685.352305584407)","('tbt', 195.44228078073186)"
2016-06-03,"('heal2016', 134935.73609359041)","('girlstalkboys', 114110.99280247926)","('audiologyinfos', 65943.08673808258)","('1j1p', 3803.3113875663234)","('mplf', 3764.9801090244182)"
2016-06-04,"('mohammedali', 852209.86949133745)","('fraeco', 173943.96376405147)","('muhammadali', 37400.279572851461)","('eurobeachvolley', 37140.787796369259)","('gottardo2016', 24841.638906846132)"
2016-06-05,"('wed2016', 109874.41556987799)","('worldenviroday', 48086.045895679483)","('abst16', 18624.315672849032)","('eurobeachvolley', 18188.345627867606)","('rg16', 15181.22593119989)"
2016-06-06,"('lovebts', 49061.245601531446)","('방탄소년단', 16482.227196805248)","('diebachelorette', 14412.578118847448)","('mtvawardsstar', 10908.118581720266)","('ilc2016', 7055.9363974113239)"
2016-06-07,"('mtvawardsstar', 168134.40248212722)","('lovebts', 117913.7564300396)","('방탄소년단', 48391.648487830891)","('12moisdactions', 37624.719093181579)","('privè', 10434.814586962844)"
2016-06-08,"('thegetawaytour', 810438.9484889484)","('gf2016', 496368.75825299829)","('rhcp2016', 320275.60414914566)","('lovebts', 53012.012153363081)","('방탄소년단', 27026.036254186329)"
2016-06-09,"('followmetaylor', 7110319.3565819236)","('sef2016', 348457.23820575577)","('mtvawardsstar', 192046.92758689911)","('ecfs2016', 56403.738844665197)","('ilc2016', 12348.645325558302)"
2016-06-10,"('frarou', 9919564.9998781178)","('euro2016', 267026.55955759255)","('rou', 68406.664876929281)","('sef2016', 55669.727451563587)","('ecfs2016', 30101.159795920237)"
2016-06-11,"('albsui', 3792746.2061914322)","('suialb', 2609412.1152063655)","('coldplayzurich', 2282564.0668529207)","('euro2016', 106554.37563244495)","('themusketeers', 53458.350842879234)"
2016-06-12,"('turcro', 5703522.619732487)","('btsfesta2016', 1901090.875070479)","('allukr', 1840062.6101324877)","('gerukr', 1492770.7974967249)","('lovebasel', 329347.69332487794)"
2016-06-13,"('belita', 3853832.2711994955)","('wwdc16', 3582865.906057328)","('hrcat10', 2356327.659415835)","('isf2016', 1086385.5116894131)","('italiabelgio', 862279.48562004464)"
2016-06-14,"('porisl', 8451495.1218894292)","('isl', 125611.74900874704)","('ephj16', 87750.059294713399)","('isf2016', 82650.293171749974)","('hrc32', 53417.84083775914)"
2016-06-15,"('fraalb', 3388219.9022559766)","('alb', 142593.07301342208)","('unhcrngos', 141446.31559886222)","('isf2016', 85063.907506679723)","('rou', 51177.902627246338)"
2016-06-16,"('engwal', 6430983.0432529012)","('endsgbv', 1021203.4291779853)","('gerpol', 143743.00867708822)","('unhcrngos', 100575.70271090658)","('ginnasticaartistica', 19978.61612424512)"
2016-06-17,"('cro', 5901028.4718583217)","('esptur', 5457421.5751977358)","('itasve', 1297509.8622189795)","('italiasvezia', 605487.56198060093)","('unhcrngos', 29691.240170552363)"
2016-06-18,"('poraut', 11996114.629261406)","('islhun', 550111.53297933494)","('hun', 19694.032103476606)","('isl', 9986.9365692624724)","('euro2016', 8829.7476179514888)"
2016-06-19,"('suifra', 648547.95184967376)","('grominet', 218396.23946127837)","('frasui', 195712.93444020909)","('orangesponsorsyou', 71144.713221085301)","('euro2016', 55853.952044161393)"
2016-06-20,"('withrefugees', 51285.753750095719)","('worldrefugeeday', 19691.509806442555)","('glarner', 13594.504278127923)","('nbafinals', 8741.6855330029302)","('euro2016', 3093.4326471406116)"
2016-06-21,"('croesp', 4044497.4980855649)","('ufibasel', 688534.06648223603)","('bbcdebate', 457632.48846057238)","('nirger', 302446.83904719749)","('tur', 104608.66632668857)"
2016-06-22,"('somostodosbolsonaro', 113887.62792998961)","('wikimania2016', 101409.45564423154)","('itairl', 61517.963973924838)","('italiairlanda', 35792.774286351545)","('irl', 17367.248700002154)"
2016-06-23,"('brexitornot', 1531032.8132567368)","('tpmprefaitlannee', 40454.480778890284)","('euref', 18589.453078667328)","('brexit', 18091.289821981514)","('remain', 14573.18090720757)"
2016-06-24,"('brexit', 1408022.625149071)","('150nestle', 233475.36812100752)","('wikimania', 190550.62536140514)","('esinolario', 152734.71154749501)","('emp', 110251.14836243779)"
2016-06-25,"('suipol', 17186193.565336697)","('polsui', 50970.738208543858)","('euro2016', 35854.419399772218)","('pol', 29473.274517535403)","('brexit', 22659.880836665212)"
2016-06-26,"('frairl', 2331480.131898921)","('lino16', 1018202.6493612415)","('nerdheaven', 240101.39442936005)","('askblake', 110987.53571199582)","('gersvk', 89674.405944086408)"
2016-06-27,"('engisl', 7983139.5803237669)","('itaesp', 2493522.5991531257)","('isl', 257765.7923703492)","('italiaspagna', 221488.26862449734)","('ohbm2016', 145228.57168514025)"
2016-06-28,"('ohbm2016', 66986.669686198424)","('growingupwithmyname', 24030.449546789416)","('budspencer', 13959.715357695906)","('lino16', 12197.088360461665)","('hrc32', 8169.1371321151955)"
2016-06-29,"('mdr2016', 637279.61506440782)","('ohbm2016', 33174.15998618368)","('hrc32', 26508.481094401759)","('prayforturkey', 22058.011435700424)","('lino16', 17794.530027642741)"
2016-06-30,"('sogiexperteahora', 329743.50173640664)","('sogiexpertnow', 201492.22892184588)","('sogi', 57823.169828471691)","('impacthubmashup', 53244.720507308237)","('hrc32', 29582.221350415039)"
2016-07-01,"('walbel', 3191792.4213678786)","('caux2016', 346803.71740688116)","('zürifäscht', 172187.74458288882)","('zuerifaescht', 161815.59345556636)","('veranomtv2016', 97781.820763274911)"
2016-07-02,"('allita', 3555438.5857256022)","('gerita', 1413095.7695481475)","('itager', 343411.12641184498)","('italiagermania', 341817.76549274445)","('eurocks2016', 90927.663519860755)"
2016-07-03,"('fraisl', 5449824.6223342745)","('nowarmyedition_italy', 1938698.6237220475)","('fanarmyfaceoff', 764272.51694627781)","('army', 75965.921734954274)","('isl', 44512.967323368677)"
2016-07-04,"('fanarmyfaceoff', 115790.60844785905)","('army', 56177.348825545349)","('eurocks2016', 10938.80941543763)","('doubs', 1156.5516431188678)","('brexit', 524.28484623556415)"
2016-07-05,"('fanarmyfaceoff', 81544.001426447838)","('army', 50169.482299180156)","('100thingsaboutme', 34399.057818938025)","('resultatsbac', 18766.703642608143)","('dolantwinsnewvideo', 8380.1336320806058)"
2016-07-06,"('porwal', 9520989.622005377)","('safecities', 399629.17739150475)","('pokemongo', 266404.45264988381)","('mootfr16', 142514.81130864308)","('wal', 25227.050538767591)"
2016-07-07,"('gerfra', 435976.7359607555)","('fraall', 254022.02753706867)","('allfra', 33699.301976971707)","('applepay', 22895.385128344606)","('pokemongo', 21315.393760755942)"
2016-07-08,"('socialmediaking', 197945.81949275857)","('choicemalewebstar', 44060.342383116658)","('safecities', 28232.56996231441)","('gstaadmajor', 15739.423584374161)","('mootfr16', 11109.735042490694)"
2016-07-09,"('fullgasmtb', 239564.0579761634)","('gstaadmajor', 22389.901361289398)","('lenzerheide', 12845.588073153634)","('mjf50', 4392.5117679831019)","('repost', 3818.8860260152774)"
2016-07-10,"('frapor', 9760927.918471951)","('euro2016final', 5490324.6326176738)","('porfra', 1461107.8208722528)","('kunskap24', 208153.86276517663)","('twitterschiff', 100231.45754487277)"
2016-07-11,"('pokemongo', 11166.062690821973)","('askbelieber', 6284.0804360259481)","('frapor', 1948.4554906008248)","('repost', 569.69240828561306)","('quiz', 503.37519510905742)"
2016-07-12,"('choicemalewebstar', 152057.05265664964)","('pokemongo', 49976.786794111293)","('teenchoice', 19657.409453386863)","('repost', 1411.9858562517984)","('activitiesmovies', 1190.25)"
2016-07-13,"('outdoorfn', 867118.17087497946)","('stopceta', 333237.87713231851)","('stopttip', 73274.393751079784)","('pokemongo', 31286.524700134469)","('artsafiental', 10539.32149380822)"
2016-07-14,"('nice06', 280142.59250574646)","('destinslies', 275859.85426604573)","('outdoor2016', 70916.609615850321)","('14juillet', 46711.824683717576)","('outdoorfn', 42766.265028467649)"
2016-07-15,"('niceattack', 2443277.8712199852)","('prayfornice', 765306.85576216946)","('niceattentat', 241687.19156426506)","('nizza', 89877.474955114914)","('attentatnice', 71584.257898784577)"
2016-07-16,"('pokemongo', 28974.740062499266)","('erdogan', 3195.3306806608434)","('repost', 653.22229684647061)","('summer', 110.65201326545876)","('switzerland', 100.56187885165531)"
2016-07-17,"('pokemongo', 9106.9086941424175)","('frconventionsxthefosters', 2862.25)","('gurtenfestival', 2322.8587665735654)","('bpdchat', 1183.7304861298437)","('nowministering', 552.25)"
2016-07-18,"('tdfbern', 146347.40240083248)","('tdf2016', 41297.308305017315)","('pokemongo', 7402.5478939456179)","('rn8', 6546.5090675333986)","('nashnewvideo', 5959.5912446444318)"
2016-07-19,"('kpmadlove', 4053644.3056308343)","('tidetuesday', 29739.418083926343)","('frconventionsxthefosters', 29531.794370472406)","('tdf2016', 7843.0072911142297)","('pokemongo', 7712.636255250537)"
2016-07-20,"('treannidigiannimanonmorandi', 324130.10346576886)","('tdf2016', 51613.282458689471)","('paleo2016', 10689.740416330855)","('pokemongo', 3247.6337425263391)","('tourdefrance', 2954.1599717657959)"
2016-07-21,"('frconventionsxthefosters', 78878.330747990301)","('tdf2016', 64467.56246337654)","('tdf', 15402.526118324364)","('paleo2016', 8603.9673038721921)","('paleofestival', 8603.9673038721921)"
2016-07-22,"('tdf2016', 40355.497197484154)","('frconventionsxthefosters', 36875.96389170055)","('coldwater', 32436.895488579135)","('muenchen', 28200.391372489299)","('munich', 24088.982167147726)"
2016-07-23,"('xamsfc', 1819223.5545179979)","('frconventionsxthefosters', 288669.81355136557)","('6yearsofonedirection', 69903.807543404939)","('marcveyrat', 65286.223249821931)","('tdf2016', 39160.377992281916)"
2016-07-24,"('paleo2016', 7164.1452282954724)","('lakeofcomo', 7127.0682324542759)","('pokemongo', 3648.103764147409)","('holiday', 2343.4444171080058)","('trip', 2307.6777482789198)"
2016-07-25,"('ruggeropasquarelli', 267562.6441745818)","('kcacolombia', 229323.84129859487)","('rn8', 10267.146776326346)","('lnews', 5626.9955238126495)","('pokemongo', 828.99117209468579)"
2016-07-26,"('coyc16', 255196.95456961903)","('temptationisland', 7425.3597542404405)","('saintetiennedurouvray', 2862.25)","('pokemongo', 1171.3115000333632)","('happybirthdaykritisanon', 420.25)"
2016-07-27,"('savemarinajoyce', 1012033.8781475875)","('coyc16', 95186.69559174146)","('temptationisland', 9804.2446742944867)","('aldub54thweeksary', 2970.25)","('pokemongo', 1604.0118981850592)"
2016-07-28,"('hongkong', 5124.5423493490944)","('tannheimertal', 1909.7520645236575)","('meurers', 1880.605838802205)","('lnews', 1531.4930521568415)","('tbt', 241.33855020521446)"
2016-07-29,"('aldubsafezone', 1161458.5733781129)","('manifesta', 17655.888503490653)","('tannheimertal', 5639.7332201662102)","('meurers', 5558.4844703094304)","('skymotori', 1438.573683444974)"
2016-07-30,"('bernasconistas', 2069388.077628602)","('vecchiaeuropa', 682011.96354570426)","('fortboyard', 3451.4356311247161)","('швейцария', 2430.3555435251255)","('coverdeagusytini', 702.25)"
2016-07-31,"('welcometomylife', 213365.67142348411)","('coverdeagusytini', 131660.55267648524)","('brucespringsteen', 17060.582743751755)","('lego', 5757.699120632843)","('bpdchat', 1975.2841950702261)"
2016-08-01,"('swissnationalday', 184122.10401832737)","('summer2016', 111380.56881616887)","('1august', 41809.079233922173)","('berge', 14321.172363186299)","('berg', 12956.778742336126)"
2016-08-02,"('vitramuseum', 28572.656133867382)","('vitrahaus', 8893.9839752588196)","('vitra', 2307.5491678028934)","('1j1p', 1066.4374757910794)","('quiz', 188.37131629125639)"
2016-08-03,"('domicim', 22160458.362273492)","('suva', 704122.45035185467)","('gland', 94484.948468722636)","('summer2016', 83178.811180270844)","('eikenott', 59336.988106839948)"
2016-08-04,"('summer2016', 115624.47213200906)","('kleinmatterhorn', 58966.265302439213)","('glaciers', 26646.212365914576)","('locarno69', 9798.7718589976394)","('glacier', 2800.5942433139257)"
2016-08-05,"('letmeloveyou', 94741.249079896705)","('openingceremony', 25084.836891290706)","('rio2016', 17506.709328035315)","('locarno69', 15739.01094906174)","('green', 382.87445914610402)"
2016-08-06,"('rioolympics2016', 605078.44117138023)","('myclick', 391253.44038559485)","('cerimoniadeabertura', 330229.49089108541)","('rio2016', 99463.710916043972)","('fclfcb', 50329.392123923571)"
2016-08-07,"('wewantdolantwinsinitaly', 1051266.9529405159)","('hp3', 94605.945015519726)","('rio2016', 25512.160425873593)","('fclfcb', 19732.059967526569)","('aldubsaafrica', 16770.25)"
2016-08-08,"('aldubsaafrica', 238526.82003135179)","('kcaargentina', 13485.140793664386)","('rio2016', 13269.581651028191)","('locarno69', 5499.4927102223128)","('aldubthewoooh', 4692.25)"
2016-08-09,"('agustinbernasconitrendy', 346054.59500910656)","('aldubthewoooh', 200992.78403340964)","('rio2016', 21525.06388301844)","('kcaargentina', 12933.165528849931)","('wewantdolantwinsinitaly', 11266.529440002807)"
2016-08-10,"('aldubangpahintulot', 104262.23959056627)","('rio2016', 17282.227261921591)","('selfieforseb', 14408.832468134406)","('kcacolombia', 10485.406952742442)","('ruggeropasquarelli', 9794.580971686446)"
2016-08-11,"('sfcfcs', 547581.06951569649)","('meatesound', 101365.61100227181)","('rio2016', 9761.33210526314)","('aldub1ticket', 756.25)","('tbt', 208.2323826672345)"
2016-08-12,"('aldub1ticket', 271581.13370556955)","('teamitaly', 13888.114082701182)","('rio2016', 10815.565642120537)","('judo', 8352.0488252535906)","('srkprideofindia', 5871.7405751554115)"
2016-08-13,"('streetparade2016', 644578.53563926113)","('agustinbernasconitrendy', 49177.432956209574)","('aldublpultimatebattle', 43946.227858191487)","('streetparade', 11334.173286947196)","('locarno69', 5483.7417314468021)"
2016-08-14,"('agustinbernasconitrendy', 25487.108956814893)","('zhwelt', 10870.026665236828)","('rio2016', 9737.7286242415066)","('dasischzüri', 6505.6570831081472)","('kcaargentina', 3695.3311630866692)"
2016-08-15,"('buonferragosto', 58709.105312590211)","('ferragosto', 19604.188786060204)","('twitterfrvstwitterus', 14101.444515073852)","('kcacolombia', 7054.4420313054361)","('ruggeropasquarelli', 6765.1599361554208)"
2016-08-16,"('bscybbmg', 4371554.1489951136)","('rio2016', 8515.7719650384752)","('bra', 910.30856795403918)","('hbdfaraz', 380.25)","('nofilter', 150.78422197717236)"
2016-09-06,"('suipor', 24202433.130350348)","('pausinistadi', 179136.40173878806)","('biefra', 420.25)","('chamonix', 126.88431054888314)","('switzerland', 117.84914859731337)"
2016-09-07,"('appleevent', 167683.70655832038)","('6mspccm', 148796.91194875381)","('iphone7', 64090.896063622786)","('keynote', 46473.421578937006)","('tedxbern', 24306.693232872291)"
2016-09-08,"('cantongirl', 1024320.2158962623)","('cantonese', 512135.60882708663)","('tranny', 80572.489895400591)","('shemale', 51250.505076127491)","('ss10', 49448.811322133224)"
2016-09-09,"('scbscl', 1437612.0621273089)","('perfectillusion', 92881.172883221836)","('aldubmakeitreal', 39300.530389832107)","('bisousduvendredi', 22686.05581813959)","('scbern', 3448.6693355361394)"
2016-09-10,"('zucchero', 224900.22349758566)","('worldsuicidepreventionday', 148532.70301512408)","('iocisono', 110892.60783344664)","('buildpeace', 58005.227090334258)","('missitalia', 7904.7071882110349)"
2016-09-11,"('soyluna', 995093.04827190738)","('karolsevilla', 804641.90075328085)","('viepolitique', 256435.65538992151)","('ogcnom', 83261.126348617647)","('buildpeace', 29069.068051161681)"
2016-09-12,"('autavia', 439084.74470061908)","('tagheuerwatch', 216514.14857196814)","('pechinoexpress', 15792.125152267994)","('tagheuer', 11075.103787954415)","('usopen', 6943.2639379939901)"
2016-09-13,"('hrc33', 783069.88683716813)","('bfytuloyanglaban', 645479.58952340402)","('ios10', 89811.587614544987)","('crypto16', 54741.90158383477)","('happybirthdayniall', 6172.4359034922827)"
2016-09-14,"('bfybangonsam', 571726.10001369833)","('hrc33', 151372.95536352706)","('ios10', 23898.267913390086)","('البحرين', 4752.1789179097241)","('ald16', 420.25)"
2016-09-15,"('xf10', 1071850.0602331895)","('bfypagsikatnisam', 919091.57369024667)","('lep', 561504.83754973521)","('dife16', 224597.35308709703)","('hrc33', 39835.366313764673)"
2016-09-16,"('bfyconcertfinale', 1984120.8726314523)","('singapower', 588802.42028449976)","('dife16', 160679.19996573249)","('hrc33', 70528.447843754562)","('البحرين', 6959.1496071469537)"
2016-08-17,,,,,
